block,cost,SHA_COMPRESS,SHA_EXTEND,KECCAK_PERMUTE,POSEIDON2_PERMUTE,ED_ADD,ED_DECOMPRESS,SECP256K1_ADD,SECP256K1_DOUBLE,SECP256K1_DECOMPRESS,SECP256R1_ADD,SECP256R1_DOUBLE,SECP256R1_DECOMPRESS,BN254_ADD,BN254_DOUBLE,BLS12381_ADD,BLS12381_DOUBLE,BLS12381_DECOMPRESS,BN254_FP_ADD,BN254_FP_SUB,BN254_FP_MUL,BN254_FP2_ADD,BN254_FP2_SUB,BN254_FP2_MUL,BLS12381_FP_ADD,BLS12381_FP_SUB,BLS12381_FP_MUL,BLS12381_FP2_ADD,BLS12381_FP2_SUB,BLS12381_FP2_MUL,SECP256K1_FP_ADD,SECP256K1_FP_SUB,SECP256K1_FP_MUL,UINT256_MUL
24000611,43098613031795396,14,14,132827,0,0,0,58572,117760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000612,21420872268153305,14,14,73884,0,0,0,43223,87040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000613,7682179449846022,14,14,27592,0,0,0,25762,51712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000614,14197621857385430,14,14,42914,0,0,0,27640,55296,0,0,0,0,0,0,0,0,0,48256,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,2
24000615,43505518881071762,48,48,143286,0,0,0,81510,163840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000616,26371959031246958,51,51,85452,0,0,0,48388,96768,0,0,0,0,0,0,0,0,0,201206,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000617,32984289482184166,14,14,87055,0,0,0,40705,81920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000618,36524180319699691,14,14,100998,0,0,0,46297,93696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000619,19398874937677989,14,14,53859,0,0,0,18757,37376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000620,48579682917608112,30,30,140496,0,0,0,65184,130560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000621,26961193831289171,51,51,66695,0,0,0,51659,103424,0,0,0,0,0,0,0,0,0,202384,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000622,26772501732919889,14,14,65991,0,0,0,37873,76288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000623,18408586892447759,15,15,67254,0,0,0,47523,95744,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000624,33184359617932276,20,20,101330,0,0,0,38720,78336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000625,29330527737412766,55,55,70409,0,0,0,52450,104960,0,0,0,0,0,0,0,0,0,201430,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000626,18354788007356027,30,30,62602,0,0,0,53853,108032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000627,83658169437174723,21,21,150093,0,0,0,50488,101376,0,0,0,0,0,0,0,0,2,649097,0,0,35156,0,36078,54103,0,0,30533,0,15023,0,0,0,71
24000628,24982158472566447,14,14,62070,0,0,0,37482,75264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000629,37616432875473832,61,61,115010,0,0,0,45072,90112,0,0,0,0,0,0,0,0,0,202505,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000630,13796391115834344,20,20,48255,0,0,0,38920,77824,0,0,0,0,0,0,0,0,0,87134,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,6
24000631,13444593850752907,14,14,47492,0,0,0,44462,89088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000632,56667880694415351,25,25,72467,0,0,0,54436,109056,0,0,0,0,0,0,0,0,4,1197797,0,0,35156,0,36078,108206,0,0,61066,0,30046,0,0,0,138
24000633,15243994589335125,14,14,57906,0,0,0,48861,97792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000634,36180247688723783,18,18,117837,0,0,0,56147,112640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000635,31285595188978914,14,14,88588,0,0,0,46224,93184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000636,19571135474541923,20,20,59453,0,0,0,45925,91648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000637,39502518009387263,14,14,129092,0,0,0,49710,99840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000638,15718698818181797,23,23,56348,0,0,0,47634,95744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000639,44041522995570241,15,15,84801,0,0,0,58399,117248,0,0,0,0,0,0,0,0,2,598282,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,69
24000640,80076903901596639,14,14,104496,0,0,0,18603,37376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000641,38320629934943225,26,26,108679,0,0,0,75851,152576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000642,24306582385409099,18,18,80560,0,0,0,36361,72704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000643,4311074679634004,14,14,15535,0,0,0,20132,40448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000644,21212402319650824,14,14,68462,0,0,0,41003,82944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000645,24742230025985982,14,14,79615,0,0,0,63191,126976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000646,26332057816947806,14,14,93912,0,0,0,72952,146432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000647,25267090744423611,32,32,74448,0,0,0,44710,90112,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000648,44022834032290401,15,15,89542,0,0,0,60338,120832,0,0,0,0,0,0,0,0,2,600215,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,69
24000649,27901599946603407,23,23,90048,0,0,0,49541,99328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000650,46679789801158989,18,18,135941,0,0,0,60063,120832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000651,80300160110265662,14,14,103662,0,0,0,19502,38912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000652,63649368035592422,138,138,119365,0,0,0,68660,137728,0,0,0,0,0,0,0,0,2,604085,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,69
24000653,23853391254348068,14,14,78467,0,0,0,40666,81920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000654,23713761075481095,14,14,80115,0,0,0,46775,93696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000655,18773663805398275,14,14,59588,0,0,0,46463,93184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000656,42571508837640807,16,16,24524,0,0,0,27155,54272,0,0,0,0,0,0,0,0,4,1201718,0,0,35156,0,36078,108206,0,0,61066,0,30046,0,0,0,138
24000657,140659748531516066,31,31,105202,0,0,0,91682,183296,0,0,0,0,0,0,0,0,12,3602334,0,0,105468,0,108234,324618,0,0,183198,0,90138,0,0,0,414
24000658,22939728646199560,14,14,66492,0,0,0,39081,78336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000659,5048373199496776,14,14,18978,0,0,0,25184,50688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000660,24641108390065407,14,14,85480,0,0,0,74734,150016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000661,46551416974189710,14,14,137302,0,0,0,51167,102912,0,0,0,0,0,0,0,0,0,124340,0,0,35156,0,36078,0,0,0,0,0,0,0,0,0,7
24000662,35588556201069626,23,23,105302,0,0,0,52384,104960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000663,79896975255043631,14,14,100247,0,0,0,23116,46592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000664,31223963894597495,20,20,74342,0,0,0,54742,109568,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,324618,0,0,183198,0,90138,0,0,0,24
24000665,4042378402805367,14,14,14430,0,0,0,14798,29696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000666,42666394050842338,14,14,104041,0,0,0,56235,113152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000667,81790289969177354,58,58,102054,0,0,0,17101,34304,0,0,0,0,0,0,0,0,0,218954,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,21
24000668,21039871692962796,94,94,67447,0,0,0,57961,116736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000669,3795657244786345,14,14,14259,0,0,0,21152,43008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000670,68859205534751219,26,26,137319,0,0,0,95788,192000,0,0,0,0,0,0,0,0,2,601605,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,69
24000671,80458647355719063,14,14,102940,0,0,0,20654,41472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000672,37982089641256552,51,51,100054,0,0,0,69177,137728,0,0,0,0,0,0,0,0,0,199806,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000673,20071128860624941,18,18,50974,0,0,0,38603,77824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000674,4516054529517292,14,14,16807,0,0,0,24984,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000675,45580909385642404,57,57,126096,0,0,0,54505,109568,0,0,0,0,0,0,0,0,0,200207,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000676,79508134270784283,14,14,99791,0,0,0,16895,34304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000677,58523936818141505,30,30,75089,0,0,0,83043,165888,0,0,0,0,0,0,0,0,4,1202894,0,0,35156,0,36078,108206,0,0,61066,0,30046,0,0,0,138
24000678,20905869823069101,20,20,68690,0,0,0,71899,144384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000679,17110240428162846,14,14,60703,0,0,0,57026,113664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000680,82237978092058119,23,23,106756,0,0,0,24400,49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000681,39259551241839249,24,24,77096,0,0,0,62607,125440,0,0,0,0,0,0,0,0,2,603467,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,69
24000682,19029641835740846,14,14,67303,0,0,0,48526,97280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000683,16234080783454945,14,14,59451,0,0,0,41076,82432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000684,38231989232208263,14,14,116756,0,0,0,52190,104960,0,0,0,0,0,0,0,0,0,64600,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,1
24000685,33737282179553320,20,20,95955,0,0,0,38230,76800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000686,12453445353345979,24,24,43571,0,0,0,39485,78848,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000687,16142384446720743,18,18,55400,0,0,0,41857,83456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000688,35068835025990000,14,14,107987,0,0,0,36039,72192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000689,11679832298835236,14,14,44262,0,0,0,38427,76800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000690,34658991908845593,14,14,110208,0,0,0,47244,95232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000691,42669357650690969,56,56,73291,0,0,0,47085,94208,0,0,0,0,0,0,0,0,2,879356,0,0,52734,0,54117,54103,0,0,30533,0,15023,0,0,0,93
24000692,22851241067333478,30,30,64841,0,0,0,42327,84992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000693,35059604458558131,14,14,116709,0,0,0,36814,73216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000694,16807688222839119,14,14,61033,0,0,0,42313,84992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000695,17801442765682470,14,14,65230,0,0,0,43680,88064,0,0,0,0,0,0,0,0,0,48840,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,2
24000696,80232461973707479,14,14,103978,0,0,0,26616,53248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000697,37350477057119383,33,33,71204,0,0,0,55336,111104,0,0,0,0,0,0,0,0,2,600054,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,69
24000698,28393381028656260,34,34,79486,0,0,0,40881,82432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000699,5660948334116571,14,14,21175,0,0,0,21853,44032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000700,33579696234950369,20,20,101073,0,0,0,67586,135680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000701,29090166689918406,14,14,68382,0,0,0,36088,72704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000702,59481879080713646,21,21,128185,0,0,0,71799,144384,0,0,0,0,0,0,0,0,2,675005,0,0,40202,0,47844,54103,0,0,30533,0,15023,0,0,0,71
24000703,92676851524622222,17,17,91353,0,0,0,68774,137728,0,0,0,0,0,0,0,0,6,1803552,0,0,52734,0,54117,162309,0,0,91599,0,45069,0,0,0,207
24000704,37023352829273440,23,23,114855,0,0,0,69738,139776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000705,19644485744869475,18,18,60101,0,0,0,62095,124416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000706,14149314780915170,18,18,48017,0,0,0,47988,96256,0,0,0,0,0,0,0,0,0,73102,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,2
24000707,11514196447936624,14,14,41248,0,0,0,46796,94720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000708,26360639302068001,14,14,75870,0,0,0,47900,95744,0,0,0,0,0,0,0,0,0,48968,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,2
24000709,16407874334640151,14,14,28960,0,0,0,10437,20992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000710,54444378693046466,14,14,147829,0,0,0,97522,195584,0,0,0,0,0,0,0,0,0,73874,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,5
24000711,46805959717399603,37,37,112937,0,0,0,50825,102400,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000712,29477215306713105,22,22,80426,0,0,0,49400,99328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000713,4603485088895902,14,14,17421,0,0,0,17208,34816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000714,71647412226335837,14,14,178779,0,0,0,73390,147456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000715,23061615443883073,14,14,78873,0,0,0,47393,95232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000716,77710884854859697,30,30,115779,0,0,0,36611,73728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000717,37102817055756155,19,19,108594,0,0,0,47928,96256,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,270515,0,0,152665,0,75115,0,0,0,20
24000718,21896348698901427,14,14,74369,0,0,0,74392,149504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000719,13183980679055677,16,16,47569,0,0,0,49504,99328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000720,29153394697715496,14,14,83944,0,0,0,62631,125952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000721,26680179502203084,14,14,92537,0,0,0,53318,107008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000722,17653586104015441,24,24,59502,0,0,0,52840,105984,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000723,23163700515788148,14,14,68354,0,0,0,19163,38400,0,0,0,0,0,0,0,0,0,64890,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,1
24000724,19412222159579050,14,14,69020,0,0,0,61670,124416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000725,19237281049212337,25,25,64469,0,0,0,49000,98304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000726,31910085827315863,14,14,93555,0,0,0,28110,56320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000727,27973539038310138,20,20,88138,0,0,0,62963,125952,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000728,23154952944896774,14,14,76056,0,0,0,69933,139776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000729,25934522826492162,16,16,91636,0,0,0,51536,103936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000730,40224233431812050,19,19,99548,0,0,0,57246,115200,0,0,0,0,0,0,0,0,0,48666,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,2
24000731,40576029298898693,18,18,119721,0,0,0,42984,86528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000732,32638389381452885,14,14,78210,0,0,0,33127,66560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000733,25845088182137650,14,14,85006,0,0,0,68847,138240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000734,25348227983952270,30,30,78491,0,0,0,54899,110592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000735,32100576509332942,14,14,100692,0,0,0,50070,100352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000736,36041830663553732,14,14,79937,0,0,0,48820,98304,0,0,0,0,0,0,0,0,0,64927,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,1
24000737,63153701631950725,14,14,106830,0,0,0,61889,123904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000738,74336137150165500,23,23,121929,0,0,0,44080,88576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000739,24256509953068348,16,16,62596,0,0,0,43278,87040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000740,67143206716957073,14,14,108725,0,0,0,40477,81408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000741,33718024870775283,18,18,73955,0,0,0,44047,88064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000742,27403408312347854,23,23,64444,0,0,0,47945,96256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000743,63050599169925993,19,19,101282,0,0,0,64713,130048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000744,20522750423671597,14,14,54993,0,0,0,30302,60928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000745,47888827477603419,26,26,102085,0,0,0,48803,97792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000746,23515400307429110,18,18,61070,0,0,0,40782,82432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000747,68958708462561381,18,18,110566,0,0,0,42815,86016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000748,29072162909654896,14,14,61765,0,0,0,40799,81920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000749,14575255454008411,16,16,51863,0,0,0,55221,110592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000750,14065189413093952,18,18,50855,0,0,0,40185,80896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000751,16718441385982782,20,20,57972,0,0,0,55343,111104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000752,29282518380895636,31,31,76590,0,0,0,46989,94208,0,0,0,0,0,0,0,0,0,219316,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,21
24000753,61297070389109481,14,14,112419,0,0,0,57583,115200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000754,24150386129483438,20,20,60334,0,0,0,38977,78336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000755,65278314391092921,14,14,103726,0,0,0,53590,107520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000756,21853209919408023,14,14,59360,0,0,0,41715,83968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000757,36078021050884720,14,14,87102,0,0,0,42204,84992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000758,50067455747196935,30,30,120331,0,0,0,71028,143360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000759,21567860027321705,16,16,56578,0,0,0,44382,89088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000760,23137057989908539,14,14,56665,0,0,0,43939,88064,0,0,0,0,0,0,0,0,0,75622,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,5
24000761,73676077982505576,51,51,124022,0,0,0,53610,108032,0,0,0,0,0,0,0,0,0,200944,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000762,25424512695229617,15,15,66545,0,0,0,41218,82944,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000763,58223768752072295,51,51,93866,0,0,0,58642,118784,0,0,0,0,0,0,0,0,0,201849,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000764,19992785621577477,30,30,67017,0,0,0,55162,111104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000765,25277462980930193,52,52,73991,0,0,0,50093,100864,0,0,0,0,0,0,0,0,2,200842,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,23
24000766,17387719238037014,14,14,61129,0,0,0,49147,98816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000767,3991326624507146,14,14,15903,0,0,0,17881,35840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000768,50424352381276686,25,25,125388,0,0,0,78859,158208,0,0,0,0,0,0,0,0,0,349276,0,0,35156,0,36078,0,0,0,0,0,0,0,0,0,32
24000769,20189080089521649,20,20,67034,0,0,0,48812,97792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000770,34244365606089358,14,14,83246,0,0,0,67413,135168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000771,33968454090044265,51,51,92557,0,0,0,38014,76288,0,0,0,0,0,0,0,0,0,199410,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000772,68584909958662806,42,42,170196,0,0,0,87390,176128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000773,32710301501875502,14,14,74125,0,0,0,37634,75264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000774,12397443782298733,14,14,33375,0,0,0,9734,19456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000775,46288700145997132,14,14,148838,0,0,0,121426,244224,0,0,0,0,0,0,0,0,0,74420,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,5
24000776,85168033076067816,23,23,184258,0,0,0,63554,126976,0,0,0,0,0,0,0,0,0,151581,0,0,35156,0,36078,0,0,0,0,0,0,0,0,0,10
24000777,40850396003327341,18,18,97962,0,0,0,42460,85504,0,0,0,0,0,0,0,0,0,74101,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,2
