block,cost,SHA_COMPRESS,SHA_EXTEND,KECCAK_PERMUTE,POSEIDON2_PERMUTE,ED_ADD,ED_DECOMPRESS,SECP256K1_ADD,SECP256K1_DOUBLE,SECP256K1_DECOMPRESS,SECP256R1_ADD,SECP256R1_DOUBLE,SECP256R1_DECOMPRESS,BN254_ADD,BN254_DOUBLE,BLS12381_ADD,BLS12381_DOUBLE,BLS12381_DECOMPRESS,BN254_FP_ADD,BN254_FP_SUB,BN254_FP_MUL,BN254_FP2_ADD,BN254_FP2_SUB,BN254_FP2_MUL,BLS12381_FP_ADD,BLS12381_FP_SUB,BLS12381_FP_MUL,BLS12381_FP2_ADD,BLS12381_FP2_SUB,BLS12381_FP2_MUL,SECP256K1_FP_ADD,SECP256K1_FP_SUB,SECP256K1_FP_MUL,UINT256_MUL
24000444,22686185037873052,14,14,61267,0,0,0,48038,96256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000445,36613086252866752,14,14,79772,0,0,0,43634,87552,0,0,0,0,0,0,0,0,0,65151,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,1
24000446,74885603644432912,43,43,78759,0,0,0,59236,118784,0,0,0,0,0,0,0,0,4,1200917,0,0,35156,0,36078,108206,0,0,61066,0,30046,0,0,0,138
24000447,23971941985730256,14,14,61468,0,0,0,35061,70144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000448,27878125673120695,23,23,70096,0,0,0,42918,86528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000449,12799396076437728,14,14,42430,0,0,0,21904,44032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000450,49428688889605635,14,14,108673,0,0,0,57161,114688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000451,72014898696065547,16,16,77391,0,0,0,54727,110080,0,0,0,0,0,0,0,0,4,1244947,0,0,52734,0,54117,108206,0,0,61066,0,30046,0,0,0,140
24000452,63945248745669644,14,14,119743,0,0,0,67252,135168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000453,21803767834529612,14,14,56782,0,0,0,35260,70656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000454,51926503015013850,14,14,110825,0,0,0,40819,81408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000455,44406864036703988,23,23,87138,0,0,0,52598,105472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000456,27967417799475149,18,18,78092,0,0,0,52461,104960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000457,72254300605216103,18,18,122084,0,0,0,52080,104960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000458,21790527509447979,14,14,68970,0,0,0,43235,87040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000459,20348818052259554,14,14,73007,0,0,0,42624,85504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000460,30227732723499322,23,23,74480,0,0,0,51002,102400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000461,13371633172096384,14,14,50426,0,0,0,44219,88576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000462,66666723005128049,15,15,130428,0,0,0,53793,108032,0,0,0,0,0,0,0,0,2,600676,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,69
24000463,11661308996483663,14,14,44187,0,0,0,40934,81920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000464,25093817617681322,14,14,71000,0,0,0,54668,109568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000465,69675107632859703,30,30,105443,0,0,0,51768,103936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000466,35169116482234347,23,23,73630,0,0,0,39078,78848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000467,59969680728006161,14,14,127702,0,0,0,57886,116736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000468,14151216326722795,21,21,52324,0,0,0,45516,91136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000469,35060364429640832,18,18,82490,0,0,0,46838,94208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000470,5636049771798399,14,14,22435,0,0,0,23631,47616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000471,52214632068602825,56,56,140870,0,0,0,64595,130048,0,0,0,0,0,0,0,0,0,201098,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000472,168219523549515862,21,21,97187,0,0,0,87124,174592,0,0,0,0,0,0,0,0,14,4201290,0,0,123046,0,126273,378721,0,0,213731,0,105161,0,0,0,483
24000473,51459904108509224,61,61,83821,0,0,0,59614,119808,0,0,0,0,0,0,0,0,2,800146,0,0,35156,0,36078,54103,0,0,30533,0,15023,0,0,0,88
24000474,29242676726935434,19,19,67991,0,0,0,47768,96256,0,0,0,0,0,0,0,0,2,73811,0,0,22624,0,29805,54103,0,0,30533,0,15023,0,0,0,6
24000475,17813967760113416,51,51,57782,0,0,0,40166,80384,0,0,0,0,0,0,0,0,0,200080,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000476,40491401216606713,20,20,107541,0,0,0,60502,121344,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000477,16558817569898708,15,15,54780,0,0,0,46836,94208,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000478,13050284841539936,14,14,42940,0,0,0,25927,52224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000479,44141132926103492,24,24,106287,0,0,0,65310,131072,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000480,70969934498645300,14,14,117496,0,0,0,52114,104448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000481,16287953710729101,15,15,54699,0,0,0,50801,101888,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000482,44148781485531619,18,18,108517,0,0,0,41374,83456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000483,19043323593349771,29,29,64014,0,0,0,57750,115712,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000484,19374559079920782,14,14,66426,0,0,0,63164,126976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000485,9253013379826002,15,15,27262,0,0,0,23225,47104,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000486,63186346731252121,15,15,114508,0,0,0,76172,152064,0,0,0,0,0,0,0,0,2,598467,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,69
24000487,64251731594859978,23,23,116053,0,0,0,53725,107520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000488,63485682523943750,14,14,96641,0,0,0,42816,86016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000489,23080727497103155,14,14,63454,0,0,0,43919,88064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000490,55607086957208396,24,24,86098,0,0,0,51202,102912,0,0,0,0,0,0,0,0,2,601904,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,69
24000491,13963924405987241,14,14,48795,0,0,0,31004,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000492,67870305486153749,15,15,117089,0,0,0,78410,157696,0,0,0,0,0,0,0,0,2,650286,0,0,35156,0,36078,54103,0,0,30533,0,15023,0,0,0,71
24000493,22359738457969664,14,14,50778,0,0,0,27059,54272,0,0,0,0,0,0,0,0,0,75066,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,5
24000494,18761977551120347,14,14,65354,0,0,0,46748,93696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000495,38252161080005117,19,19,123967,0,0,0,84718,169472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000496,28200853405539220,14,14,69733,0,0,0,54993,110080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000497,41238772428477700,57,57,79495,0,0,0,55133,110592,0,0,0,0,0,0,0,0,12,202070,0,0,17578,0,18039,324618,0,0,183198,0,90138,0,0,0,43
24000498,64592205843801043,58,58,98817,0,0,0,38766,77824,0,0,0,0,0,0,0,0,0,218470,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,21
24000499,25318252718999778,15,15,23749,0,0,0,28366,56832,0,0,0,0,0,0,0,0,2,600964,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,69
24000500,22004448584616338,20,20,74160,0,0,0,61980,124928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000501,48491517366914894,14,14,133405,0,0,0,49276,99328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000502,30318497367504100,15,15,77138,0,0,0,45146,90624,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000503,9931589301925834,14,14,36102,0,0,0,36987,74752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000504,60535644418764094,15,15,101171,0,0,0,55621,111616,0,0,0,0,0,0,0,0,2,978925,0,0,105468,0,108234,54103,0,0,30533,0,15023,0,0,0,94
24000505,16029297911088374,14,14,56542,0,0,0,68462,137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000506,37010626901980266,14,14,112912,0,0,0,41187,82944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000507,36392674069640957,55,55,92915,0,0,0,48482,97280,0,0,0,0,0,0,0,0,0,277425,0,0,35156,0,36078,0,0,0,0,0,0,0,0,0,24
24000508,14241147555718010,23,23,53490,0,0,0,36960,74240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000509,41713420922248423,18,18,123824,0,0,0,54244,109056,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,216412,0,0,122132,0,60092,0,0,0,16
24000510,33744451163032222,26,26,84545,0,0,0,46535,93696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000511,11856524965896207,14,14,44714,0,0,0,40571,81408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000512,40201975429334156,14,14,124262,0,0,0,59969,120320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000513,26415246840408728,14,14,67132,0,0,0,41571,83456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000514,27694267685497595,23,23,70914,0,0,0,41659,83968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000515,19263026980803152,14,14,69677,0,0,0,63036,125952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000516,28158074549632168,14,14,85310,0,0,0,26755,53760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000517,31131416438863332,14,14,71727,0,0,0,59273,119296,0,0,0,0,0,0,0,0,0,284402,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,29
24000518,85066598925811676,17,17,81834,0,0,0,67748,136192,0,0,0,0,0,0,0,0,6,1804370,0,0,52734,0,54117,162309,0,0,91599,0,45069,0,0,0,207
24000519,12459700091202189,14,14,49142,0,0,0,47230,95232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000520,44150532465180243,62,62,131222,0,0,0,48936,97792,0,0,0,0,0,0,0,0,0,216305,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,21
24000521,68158893372847393,32,32,82386,0,0,0,95490,192000,0,0,0,0,0,0,0,0,4,1246272,0,0,52734,0,54117,108206,0,0,61066,0,30046,0,0,0,140
24000522,28651083145251516,14,14,72390,0,0,0,60085,120832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000523,4274942522095938,14,14,15679,0,0,0,17951,35840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000524,37056813010786724,14,14,98866,0,0,0,52691,105984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000525,6020031673317802,14,14,22782,0,0,0,20277,40960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000526,45724445441396187,19,19,125447,0,0,0,66693,134144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000527,5924966450372942,14,14,22618,0,0,0,23500,47104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000528,43908084397008873,14,14,121127,0,0,0,49587,99328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000529,36851942800887773,28,28,100960,0,0,0,85654,172032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000530,35268291755997331,14,14,89731,0,0,0,57515,115712,0,0,0,0,0,0,0,0,0,87309,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,6
24000531,25010785255799036,23,23,62429,0,0,0,47255,94720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000532,38450384688543210,14,14,120425,0,0,0,55731,111616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000533,22408153625692118,14,14,66403,0,0,0,55844,112128,0,0,0,0,0,0,0,0,0,174644,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,14
24000534,28726556140398836,293,293,66722,0,0,0,54159,108544,0,0,0,0,0,0,0,0,0,64769,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,1
24000535,22757564311835449,14,14,53296,0,0,0,32474,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000536,39485412391132957,19,19,119355,0,0,0,40613,81408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000537,16375694781871813,23,23,59247,0,0,0,54738,110592,0,0,0,0,0,0,0,0,0,65420,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,1
24000538,30664829584096834,63,63,68029,0,0,0,49595,99840,0,0,0,0,0,0,0,0,0,219859,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,21
24000539,15423596384154817,14,14,53716,0,0,0,25903,52224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000540,38643595717893681,14,14,124939,0,0,0,59037,118272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000541,27556754874566161,14,14,69047,0,0,0,45358,91136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000542,26576252772089611,36,36,67966,0,0,0,48498,97792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000543,34875994556077832,28,28,86913,0,0,0,57567,115712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000544,12188940607968538,16,16,42869,0,0,0,35882,72192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000545,47275408830715897,18,18,125826,0,0,0,53244,107008,0,0,0,0,0,0,0,0,0,75777,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,5
24000546,31224281237431321,14,14,68619,0,0,0,41687,83456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000547,42543852555607931,14,14,91048,0,0,0,51843,103936,0,0,0,0,0,0,0,0,0,49564,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,2
24000548,24204534480816699,14,14,61498,0,0,0,37381,75264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000549,30039346435130798,36,36,71786,0,0,0,20810,41984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000550,33918045227497678,67,67,71669,0,0,0,64526,129536,0,0,0,0,0,0,0,0,0,218253,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,21
24000551,24369558109635315,14,14,59861,0,0,0,46103,92672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000552,45084896634025105,14,14,116973,0,0,0,35485,71168,0,0,0,0,0,0,0,0,0,75440,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,5
24000553,3684803901043050,14,14,14149,0,0,0,21014,41984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000554,32376190727284220,14,14,88154,0,0,0,71567,143872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000555,29298584383757899,27,27,68768,0,0,0,46675,94720,0,0,0,0,0,0,0,0,0,74017,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,2
24000556,37932016396013081,14,14,97395,0,0,0,51328,102912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000557,23523787222057347,14,14,56917,0,0,0,45553,91136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000558,24621329019149157,23,23,80095,0,0,0,38270,77312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000559,39275231311477560,19,19,88631,0,0,0,57172,114688,0,0,0,0,0,0,0,0,0,157391,0,0,40202,0,47844,0,0,0,0,0,0,0,0,0,8
24000560,5344225308549683,14,14,17837,0,0,0,21635,43520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000561,24745402405582622,251,251,85092,0,0,0,75599,151552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000562,40684534733014536,14,14,118691,0,0,0,43064,86016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000563,14420290993171036,14,14,50920,0,0,0,51031,102400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000564,39975277900689793,14,14,105979,0,0,0,55364,110592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000565,24006775799944683,14,14,55550,0,0,0,37605,75264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000566,38420106936088439,14,14,104573,0,0,0,39317,78848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000567,31591697339758240,23,23,83223,0,0,0,44120,88576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000568,23014142381378950,14,14,53949,0,0,0,38197,76800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000569,31029476841958598,14,14,86815,0,0,0,61505,123904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000570,38008584963282025,14,14,120164,0,0,0,59468,119808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000571,38549993567811393,14,14,105152,0,0,0,64381,129024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000572,14957758289699537,18,18,52237,0,0,0,53864,108032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000573,36066236641003718,30,30,101443,0,0,0,74455,149504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000574,32334597447153544,14,14,107138,0,0,0,51679,103936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000575,36803353178275139,14,14,83705,0,0,0,65718,132096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000576,33100768144145538,20,20,82710,0,0,0,58714,117760,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000577,40195119554554064,14,14,113462,0,0,0,54167,109056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000578,30361510785622863,15,15,81401,0,0,0,53016,106496,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000579,40577416914856973,23,23,112240,0,0,0,54989,110080,0,0,0,0,0,0,0,0,0,220040,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,21
24000580,33709723923931238,75,75,85989,0,0,0,56110,112640,0,0,0,0,0,0,0,0,2,75371,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,9
24000581,35924195380769518,63,63,92821,0,0,0,41871,83968,0,0,0,0,0,0,0,0,0,219714,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,21
24000582,20897790769197957,14,14,72584,0,0,0,40785,81920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000583,16509860490086034,14,14,58610,0,0,0,49182,98304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000584,12847140918510234,15,15,64662,0,0,0,31278,62976,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000585,26090290867090523,67,67,95657,0,0,0,65639,131584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000586,17764175651094398,15,15,57866,0,0,0,75720,152064,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54103,0,0,30533,0,15023,0,0,0,4
24000587,19423709029293015,14,14,73198,0,0,0,53210,107008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000588,13612448513424339,14,14,50086,0,0,0,41062,81920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000589,38255377555161037,20,20,114923,0,0,0,61248,122880,0,0,0,0,0,0,0,0,0,87192,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,6
24000590,5516376568038011,14,14,22936,0,0,0,18622,37376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000591,79695870564694410,14,14,172078,0,0,0,36819,73728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000592,17784104087657512,19,19,65572,0,0,0,53023,105984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000593,79751965326097933,14,14,169709,0,0,0,50557,101888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000594,13842021413896516,14,14,52608,0,0,0,45480,91648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000595,57806763751814961,15,15,130237,0,0,0,46062,92672,0,0,0,0,0,0,0,0,2,48302,0,0,17578,0,18039,54103,0,0,30533,0,15023,0,0,0,6
24000596,18386183760786882,14,14,64319,0,0,0,56705,113664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000597,21809748013514080,188,188,72294,0,0,0,40015,80384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000598,32881093472733199,14,14,112967,0,0,0,70644,141824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000599,34426810041423410,14,14,87937,0,0,0,53294,107008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000600,26795419195862187,14,14,69588,0,0,0,50030,100352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000601,6272095320788268,14,14,20314,0,0,0,24050,48128,0,0,0,0,0,0,0,0,0,86467,0,0,22624,0,29805,0,0,0,0,0,0,0,0,0,6
24000602,44244458823416241,18,18,129209,0,0,0,55152,111104,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,216412,0,0,122132,0,60092,0,0,0,16
24000603,25779045121017534,68,68,82760,0,0,0,62096,124416,0,0,0,0,0,0,0,0,0,200637,0,0,17578,0,18039,0,0,0,0,0,0,0,0,0,19
24000604,4071271138386976,14,14,15188,0,0,0,20591,41472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000605,35952962190198889,14,14,115336,0,0,0,45566,91648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000606,18088375491012040,19,19,62919,0,0,0,53075,106496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000607,33488502118037974,14,14,105331,0,0,0,46990,94720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000608,15380542567048588,23,23,57039,0,0,0,40247,80896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000609,29974206137422163,14,14,83950,0,0,0,43923,88576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24000610,3921615116510102,14,14,15437,0,0,0,14770,29696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
